matches,play_time,kills,deaths,assists,headshots,suicides,wins,losses,score,missed_shots,hits_shots,kd_ratio,game_exits
11.169201207813154,10.322372622867162,17.444689172037553,13.641600336153662,18.694615276912074,13.7551456542772,1.1511509527494124,12.699410323916336,7.525851296276681,18.167686951262787,4.141612463187809,12.320872779337485,1.91592713124302,5.936671823558094
1.5549116447009652,1.992645807837366,10.977425892584167,0.26679559087744326,2.6719573187543455,8.251754208713072,0.658657467929895,4.149282657014014,-1.2684562283626046,9.262261149877432,2.3339765357679223,7.664729843480265,10.728758839807318,-0.9902797185898707
2.64000702713749,3.765934471179819,10.734776065086336,3.064432295410947,5.557324765293371,9.039897183206909,0.3142823244094807,5.277949952276194,-0.4404087775348618,9.392401369422988,1.534119305770123,6.6796070674181,4.082913923093756,-0.3131031930845707
4.0747442550257835,5.619376575142926,8.971041285423325,5.547420150619742,2.930559108544764,7.77462550094433,1.5295933147686205,4.455094745395108,2.6019262761759965,8.233320195519838,4.823368438031381,5.286692115891272,2.260284922323213,3.5101226071641025
3.4047409157118023,2.8556406261099188,8.79988386520139,4.147828593606168,11.362149286685709,6.059844138460024,0.2950269400405973,6.431838863074959,-0.2297002744224451,8.488310681116072,0.03741812893160783,5.103607490906792,2.7728815194840704,-0.0168384631760019
3.3168998609431313,4.143760230147849,8.317766889507375,3.731844439815509,6.401309391293202,5.849299087884219,0.39056327017851866,4.228100205565843,1.626013209129014,6.914186792306807,3.8613903077923144,8.031250638428073,2.851005103635038,2.0429068019026193
1.129485359840931,1.3791745979987213,8.044469039104788,0.0673087661971645,1.6673785843676736,6.249574849435178,0.5401627948906126,3.1151964200140285,-1.017084680789897,6.690436941158309,1.6375742576070094,5.5271254450919605,9.214133133190924,-0.8068777429321853
3.1084926525704017,4.205220642213862,8.18975245537444,2.336619215489875,3.8858676770084415,7.047324442206238,0.4224087135578258,4.8208081706755905,0.7203363097861705,7.151697886113609,4.274046579370485,9.27389182966298,3.834177155294786,1.1400047678955523
3.196333707339073,3.536236802122044,8.246569174759408,2.4704291193223833,9.65500461875926,4.1705425439395,0.19134410113122524,4.533912293946936,0.7240329501916515,7.242254362739315,7.387046162762367,11.89946409502541,3.7272685703834103,3.1292108115673716
3.337568344418113,3.593732026312831,7.846258844818851,2.1482301530581114,4.14793169467453,4.719720888787415,1.1978082302586297,5.3441566930597295,0.39872859450932396,6.916561771427852,3.594517944428286,6.604657677927526,3.8867328407592607,1.901828359089015
5.466422142341199,4.450495835067171,7.47058481021327,3.943338679387624,2.801657701481363,5.6879879559791835,0.14394623191551228,6.406617247538374,2.7756683752336033,8.262028579501864,1.3379566733048922,5.7118271769791455,2.500558976155913,5.513436495117282
