matches,play_time,kills,deaths,assists,headshots,suicides,wins,losses,score,missed_shots,hits_shots,kd_ratio,game_exits,cluster_label
11.168553134790065,10.321602358503036,17.443904070876798,13.640631716197166,18.6941151173518,13.754144203904612,1.1510508269694144,12.699871946233731,7.525420504258907,18.167090308211343,4.141514172766319,12.320027203981716,1.91592713124302,5.9362561279362405,1
1.554860699970833,1.992494881920701,10.976963218111145,0.2667317646634231,2.671775699262731,8.251160058458122,0.658593910635013,4.149545974275361,-1.2684872577182402,9.261996876538705,2.333848787198832,7.664190000245688,10.728758839807318,-0.9902516757063784,1
2.639888688852258,3.765651696299552,10.73432548796837,3.064179211541792,5.557085782963022,9.03924470333296,0.3142443375590781,5.27823944697488,-0.4404774474269914,9.392132238970364,1.5339785223238305,6.679131909413361,4.082913923093756,-0.3131185299327619,1
4.074536807484365,5.618955991666938,8.970678639651041,5.546999094812543,2.9303723478941675,7.774066662474981,1.5294650889947965,4.455365155425789,2.601719310919874,8.23309432447843,4.823281257849419,5.28630841960681,2.260284922323213,3.5098623555807813,1
3.40457508101631,2.85542553411881,8.799529752516086,4.1475022189331545,11.361794900955596,6.059412209126173,0.2949903829354774,6.432155120181652,-0.2297785224868075,8.48807529327936,0.0372529544873764,5.1032358163432106,2.7728815194840704,-0.0168727786568047,1
3.316739481916385,4.143449362867415,8.317436812859086,3.7315462061035407,6.401053630041315,5.848882740764485,0.3905196193371885,4.228365350860523,1.6258506059337592,6.914010154171272,3.8612874507291175,8.030686728668554,2.851005103635038,2.0427405397379457,1
1.1294608376633537,1.379069285379479,8.044152587774793,0.0672584350908572,1.6672169365049778,6.2491288783342345,0.5401080360282398,3.115435753478036,-1.0171271367369683,6.690268653850169,1.6374351601148376,5.52672596145029,9.214133133190924,-0.8068614487260239,1
3.1083452173851907,4.204905205180178,8.18942876091104,2.3364153675335384,3.885661924249433,7.046819430510745,0.4223626981377588,4.821087062780941,0.7202148759277057,7.151512383551401,4.273950447162207,9.2732463254738,3.834177155294786,1.1398963453731237,1
3.1961808164851155,3.535971105904847,8.246242647687245,2.4702162192440924,9.654684172091017,4.170250439796955,0.1913152426545508,4.534184532010952,0.7239113482950773,7.242065480413939,7.387000761566795,11.89864619024864,3.7272685703834094,3.128974961083122,1
3.337406681704602,3.593462055165174,7.845952275297226,2.1480390494556616,4.147720731925368,4.719388140542651,1.197704640095831,5.344447723306416,0.3986217799663724,6.91638504465297,3.5944107382783343,6.604187441257064,3.8867328407592607,1.901671134368442,1
5.466128259891018,4.450162161138025,7.470296969994816,3.9430261382769176,2.8014735034681992,5.687583547323875,0.1439208928118415,6.4069329196744,2.775453512186341,8.2618016370016,1.3378126930933143,5.71141556543396,2.500558976155913,5.51304791182773,1
3.215125749624315,3.0117556030434427,7.790847519969684,4.162692390405393,6.603190454254765,5.397805343723377,0.3179470211405398,4.635073334039959,1.052897388991154,7.1971257346328015,1.204673536655879,6.558395855648119,2.490937670419915,1.577211502018584,1
4.243318939088142,3.696266067881916,7.184813082501111,6.78395204002792,14.663363029775285,3.7347826421210666,4.076911393040422,6.416391244864619,1.574099992790556,8.50978020144635,0.5899651976987896,3.169959129344503,1.590726602606292,0.0395549834909966,1
3.7955296103434266,2.976354772218118,7.097470571917777,4.4046436246338585,5.063062319305644,4.771019892289148,0.0831968820758702,5.1206006938045565,1.9067825058540044,6.472605055064237,-0.0655672901038514,5.111086472013117,2.208026951358336,0.9000783562449676,1
3.483799346871144,3.442229705879388,7.708868146001117,4.214721001675574,6.886288536124196,5.593125458857415,0.2216772480225365,5.883572259148925,0.3542641115579126,7.512372106107099,1.665878136782591,5.050343488441784,2.446183921930132,0.8577575346341165,1
1.0364584386163742,1.5337001144244964,6.972703976165469,0.9572023733206722,1.9252809452834143,5.583119305418171,3.397839224200353,2.6488250440938765,-0.6844446236735201,6.380547936650705,1.7162766788427346,4.828908128964345,5.217413761298653,-0.7504336865782226,1
1.8820913632842784,2.0794393224276977,7.34452846960019,1.7064325674334058,3.2185305083670968,6.44885170098154,0.689696452719291,2.658283369284096,0.5464806746612383,6.268072668912994,2.882410227002728,6.198085912589001,4.179927564936902,1.4361420966490803,1
2.476273357195535,1.8610869978970968,7.371462023808411,2.4584824939751178,5.139762458137625,4.651746543293363,0.465313827682714,3.717615790588673,0.7460901824993071,6.7130885106012,1.4657609706698629,5.815302003000209,3.3979362531529467,0.8013297724863151,1
3.063566284510719,2.8412652017886804,7.09458272912521,4.290126104373092,6.242060633920854,4.894695948798201,0.2350069089157985,5.792141782310137,-0.129973768567773,7.920270568557711,0.087717985389288,3.619368155558795,2.2508667074529,-0.3272254704697123,1
5.0269502643913935,4.6181037025733644,6.751754534750543,6.59794065882596,5.558151062669023,5.222497535467826,2.202612964104527,3.616726988559666,5.137499354936824,6.488676132126797,7.893432021704697,3.532214160226316,1.5447772080027828,5.386085446995176,1
2.2954353590486307,3.1666696387350624,6.88654017692604,2.922919712761037,1.4440408380980327,6.186690480873353,0.7830040789721249,3.203713455253417,1.082469167930127,5.888318363137357,3.539324732873547,3.5629840434937385,2.872895968470318,0.3358007347669538,1
2.9774529520598123,4.046875896375929,6.531335513440374,2.9020900764308424,4.202049996931355,4.1630460093206985,0.1883530957893815,3.629338088813292,1.4742952388715216,6.206898671775913,1.833121319844027,4.923631562450197,2.762163054014478,2.522376517994257,1
