matches,play_time,kills,deaths,assists,headshots,suicides,wins,losses,score,missed_shots,hits_shots,kd_ratio,game_exits
11.168553134790065,10.321602358503036,17.443904070876798,13.640631716197166,18.694115117351796,13.754144203904612,1.1510508269694144,12.699871946233733,7.525420504258907,18.167090308211346,4.1415141727663185,12.320027203981715,1.91592713124302,5.9362561279362405
1.554860699970833,1.9924948819207011,10.976963218111143,0.2667317646634231,2.671775699262731,8.251160058458122,0.658593910635013,4.149545974275361,-1.2684872577182402,9.261996876538703,2.3338487871988316,7.664190000245688,10.728758839807318,-0.9902516757063784
2.639888688852258,3.765651696299552,10.73432548796837,3.064179211541792,5.557085782963022,9.03924470333296,0.3142443375590781,5.27823944697488,-0.4404774474269914,9.392132238970365,1.5339785223238303,6.679131909413361,4.082913923093756,-0.31311852993276196
4.074536807484365,5.618955991666938,8.970678639651041,5.546999094812543,2.9303723478941675,7.774066662474981,1.5294650889947963,4.455365155425789,2.601719310919874,8.23309432447843,4.823281257849419,5.28630841960681,2.260284922323213,3.5098623555807813
3.40457508101631,2.85542553411881,8.799529752516086,4.1475022189331545,11.361794900955596,6.059412209126173,0.29499038293547747,6.432155120181652,-0.22977852248680755,8.48807529327936,0.037252954487376415,5.1032358163432106,2.7728815194840704,-0.016872778656804775
3.316739481916385,4.143449362867415,8.317436812859086,3.7315462061035407,6.401053630041315,5.848882740764485,0.3905196193371885,4.228365350860523,1.6258506059337592,6.914010154171272,3.8612874507291175,8.030686728668554,2.851005103635038,2.0427405397379457
1.1294608376633535,1.379069285379479,8.044152587774793,0.06725843509085723,1.6672169365049778,6.2491288783342345,0.5401080360282398,3.1154357534780357,-1.0171271367369683,6.690268653850169,1.6374351601148376,5.52672596145029,9.214133133190924,-0.8068614487260239
3.1083452173851907,4.204905205180178,8.18942876091104,2.3364153675335384,3.885661924249433,7.046819430510745,0.4223626981377588,4.821087062780941,0.7202148759277057,7.151512383551401,4.273950447162207,9.2732463254738,3.834177155294786,1.1398963453731235
3.1961808164851155,3.535971105904847,8.246242647687245,2.4702162192440924,9.654684172091015,4.170250439796955,0.19131524265455085,4.5341845320109515,0.7239113482950773,7.242065480413939,7.387000761566795,11.89864619024864,3.7272685703834103,3.128974961083122
3.3374066817046026,3.593462055165174,7.845952275297226,2.1480390494556616,4.147720731925368,4.719388140542651,1.1977046400958313,5.344447723306416,0.3986217799663724,6.91638504465297,3.5944107382783343,6.604187441257064,3.8867328407592607,1.901671134368442
